TK,ΠΕΡΙΟΧΗ,ΧΩΡΑ,ΠΟΛΗ,ΝΟΜΟΣ
50002,ΚΟΖΑΝΗΣ,ΕΛΛΑΣ,ΤΣΟΤΙΛΙ,ΚΟΖΑΝΗ
50002,ΚΟΖΑΝΗΣ,ΕΛΛΑΣ,ΤΣΟΤΥΛΙ,ΚΟΖΑΝΗ
18542,ΚΟΚΚΙΝΙΑ,ΕΛΛΑΣ,ΠΕΙΡΑΙΑΣ,ΑΤΤΙΚΗ
10671,ΚΟΛΩΝΑΚΙ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
10672,ΚΟΛΩΝΑΚΙ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
10673,ΚΟΛΩΝΑΚΙ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
10674,ΚΟΛΩΝΑΚΙ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
10675,ΚΟΛΩΝΑΚΙ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
10676,ΚΟΛΩΝΑΚΙ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
10441,ΚΟΛΩΝΟΣ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
10442,ΚΟΛΩΝΟΣ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
10443,ΚΟΛΩΝΟΣ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
10444,ΚΟΛΩΝΟΣ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
20003,ΚΟΡΙΝΘΙΑΣ,ΕΛΛΑΣ,ΑΓΙΟΙ ΘΕΟΔΩΡΟΙ,ΚΟΡΙΝΘΙΑ
20005,ΚΟΡΙΝΘΙΑΣ,ΕΛΛΑΣ,ΑΘΙΚΙΑ,ΚΟΡΙΝΘΙΑ
20007,ΚΟΡΙΝΘΙΑΣ,ΕΛΛΑΣ,ΑΡΧΑΙΑ ΚΟΡΙΝΘΟΣ,ΚΟΡΙΝΘΙΑ
20002,ΚΟΡΙΝΘΙΑΣ,ΕΛΛΑΣ,ΒΕΛΟ,ΚΟΡΙΝΘΙΑ
20006,ΚΟΡΙΝΘΙΑΣ,ΕΛΛΑΣ,ΒΡΑΧΑΤΙ,ΚΟΡΙΝΘΙΑ
20014,ΚΟΡΙΝΘΙΑΣ,ΕΛΛΑΣ,ΓΚΟΥΡΑ,ΚΟΡΙΝΘΙΑ
20009,ΚΟΡΙΝΘΙΑΣ,ΕΛΛΑΣ,ΔΕΡΒΕΝΙ,ΚΟΡΙΝΘΙΑ
20001,ΚΟΡΙΝΘΙΑΣ,ΕΛΛΑΣ,ΖΕΥΓΟΛΑΤΙΟ,ΚΟΡΙΝΘΙΑ
20010,ΚΟΡΙΝΘΙΑΣ,ΕΛΛΑΣ,ΙΣΘΜΙΑ,ΚΟΡΙΝΘΙΑ
20016,ΚΟΡΙΝΘΙΑΣ,ΕΛΛΑΣ,ΚΑΛΙΑΝΟΙ,ΚΟΡΙΝΘΙΑ
20200,ΚΟΡΙΝΘΙΑΣ,ΕΛΛΑΣ,ΚΙΑΤΟ,ΚΟΡΙΝΘΙΑ
20017,ΚΟΡΙΝΘΙΑΣ,ΕΛΛΑΣ,ΚΛΗΜΕΝΤΙ,ΚΟΡΙΝΘΙΑ
20100,ΚΟΡΙΝΘΙΑΣ,ΕΛΛΑΣ,ΚΟΡΙΝΘΟΣ,ΚΟΡΙΝΘΙΑ
20300,ΚΟΡΙΝΘΙΑΣ,ΕΛΛΑΣ,ΛΟΥΤΡΑΚΙ,ΚΟΡΙΝΘΙΑ
20012,ΚΟΡΙΝΘΙΑΣ,ΕΛΛΑΣ,ΛΥΚΟΠΟΡΙΑ,ΚΟΡΙΝΘΙΑ
20400,ΚΟΡΙΝΘΙΑΣ,ΕΛΛΑΣ,ΞΥΛΟΚΑΣΤΡΟ,ΚΟΡΙΝΘΙΑ
20011,ΚΟΡΙΝΘΙΑΣ,ΕΛΛΑΣ,ΠΕΡΙΓΙΑΛΙ,ΚΟΡΙΝΘΙΑ
20013,ΚΟΡΙΝΘΙΑΣ,ΕΛΛΑΣ,ΠΙΤΣΑ,ΚΟΡΙΝΘΙΑ
20015,ΚΟΡΙΝΘΙΑΣ,ΕΛΛΑΣ,ΣΟΥΛΙ,ΚΟΡΙΝΘΙΑ
20004,ΚΟΡΙΝΘΙΑΣ,ΕΛΛΑΣ,ΣΟΦΙΚΟ,ΚΟΡΙΝΘΙΑ
20008,ΚΟΡΙΝΘΙΑΣ,ΕΛΛΑΣ,ΧΙΛΙΟΜΟΔΙ,ΚΟΡΙΝΘΙΑ
18120,ΚΟΡΥΔΑΛΛΟΣ,ΕΛΛΑΣ,ΠΕΙΡΑΙΑΣ,ΑΤΤΙΚΗ
18121,ΚΟΡΥΔΑΛΛΟΣ,ΕΛΛΑΣ,ΠΕΙΡΑΙΑΣ,ΑΤΤΙΚΗ
18122,ΚΟΡΥΔΑΛΛΟΣ,ΕΛΛΑΣ,ΠΕΙΡΑΙΑΣ,ΑΤΤΙΚΗ
19400,ΚΟΡΩΠΙ,ΕΛΛΑΣ,ΚΟΡΩΠΙ,ΑΤΤΙΚΗ
11741,ΚΟΥΚΑΚΙ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
57100,ΚΟΥΦΑΛΙΑ,ΕΛΛΑΣ,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗ
14569,ΚΡΥΟΝΕΡΙ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
80100,ΚΥΘΗΡΑ,ΕΛΛΑΣ,ΑΒΛΕΜΟΝΑΣ,ΑΤΤΙΚΗ
80100,ΚΥΘΗΡΑ,ΕΛΛΑΣ,ΚΥΘΗΡΑ,ΑΤΤΙΚΗ
80200,ΚΥΘΗΡΑ,ΕΛΛΑΣ,ΠΟΤΑΜΟΣ,ΑΤΤΙΚΗ
84006,ΚΥΘΝΟΣ,ΕΛΛΑΣ,ΚΑΝΑΛΑ,ΚΥΚΛΑΔΕΣ
84006,ΚΥΘΝΟΣ,ΕΛΛΑΣ,ΚΥΘΝΟΣ,ΚΥΚΛΑΔΕΣ
11256,ΚΥΨΕΛΗ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
11257,ΚΥΨΕΛΗ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
11361,ΚΥΨΕΛΗ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
11362,ΚΥΨΕΛΗ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
11363,ΚΥΨΕΛΗ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
11364,ΚΥΨΕΛΗ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
85302,ΚΩΣ,ΕΛΛΑΣ,ΑΝΤΙΜΑΧΕΙΑ,ΔΩΔΕΚΑΝΗΣΑ
85301,ΚΩΣ,ΕΛΛΑΣ,ΚΕΦΑΛΟΣ,ΔΩΔΕΚΑΝΗΣΑ
85300,ΚΩΣ,ΕΛΛΑΣ,ΚΩΣ,ΔΩΔΕΚΑΝΗΣΑ
57200,ΛΑΓΚΑΔΑΣ,ΕΛΛΑΣ,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗ
57020,ΛΑΓΚΑΔΙΚΙΑ,ΕΛΛΑΣ,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗ
23061,ΛΑΚΩΝΙΑΣ,ΕΛΛΑΣ,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ ΛΑΚΩΝ,ΛΑΚΩΝΙΑ
23062,ΛΑΚΩΝΙΑΣ,ΕΛΛΑΣ,ΑΡΕΟΠΟΛΗ,ΛΑΚΩΝΙΑ
23055,ΛΑΚΩΝΙΑΣ,ΕΛΛΑΣ,ΒΛΑΧΙΩΤΗ,ΛΑΚΩΝΙΑ
23069,ΛΑΚΩΝΙΑΣ,ΕΛΛΑΣ,ΒΡΕΣΘΕΝΑ,ΛΑΚΩΝΙΑ
23058,ΛΑΚΩΝΙΑΣ,ΕΛΛΑΣ,ΓΕΡΑΚΙ,ΛΑΚΩΝΙΑ
23071,ΛΑΚΩΝΙΑΣ,ΕΛΛΑΣ,ΓΕΡΟΛΙΜΕΝΑΣ,ΛΑΚΩΝΙΑ
23065,ΛΑΚΩΝΙΑΣ,ΕΛΛΑΣ,ΓΕΩΡΓΙΤΣΙ,ΛΑΚΩΝΙΑ
23200,ΛΑΚΩΝΙΑΣ,ΕΛΛΑΣ,ΓΥΘΕΙΟ,ΛΑΚΩΝΙΑ
23067,ΛΑΚΩΝΙΑΣ,ΕΛΛΑΣ,ΚΑΡΥΕΣ ΛΑΚΩΝΙΑΣ,ΛΑΚΩΝΙΑ
23059,ΛΑΚΩΝΙΑΣ,ΕΛΛΑΣ,ΚΑΣΤΟΡΕΙΟ,ΛΑΚΩΝΙΑ
23069,ΛΑΚΩΝΙΑΣ,ΕΛΛΑΣ,ΚΑΣΤΟΡΕΙΟ,ΛΑΚΩΝΙΑ
23066,ΛΑΚΩΝΙΑΣ,ΕΛΛΑΣ,ΚΟΤΡΩΝΑΣ,ΛΑΚΩΝΙΑ
23057,ΛΑΚΩΝΙΑΣ,ΕΛΛΑΣ,ΚΡΟΚΕΕΣ,ΛΑΚΩΝΙΑ
23052,ΛΑΚΩΝΙΑΣ,ΕΛΛΑΣ,ΜΟΛΑΟΙ,ΛΑΚΩΝΙΑ
23070,ΛΑΚΩΝΙΑΣ,ΕΛΛΑΣ,ΜΟΝΕΜΒΑΣΙΑ,ΛΑΚΩΝΙΑ
23053,ΛΑΚΩΝΙΑΣ,ΕΛΛΑΣ,ΝΕΑΠΟΛΗ ΛΑΚΩΝΙΑΣ,ΛΑΚΩΝΙΑ
23060,ΛΑΚΩΝΙΑΣ,ΕΛΛΑΣ,ΝΙΑΤΑ,ΛΑΚΩΝΙΑ
23054,ΛΑΚΩΝΙΑΣ,ΕΛΛΑΣ,ΞΗΡΟΚΑΜΠΙ,ΛΑΚΩΝΙΑ
23056,ΛΑΚΩΝΙΑΣ,ΕΛΛΑΣ,ΠΑΠΑΔΙΑΝΙΚΑ,ΛΑΚΩΝΙΑ
23063,ΛΑΚΩΝΙΑΣ,ΕΛΛΑΣ,ΠΥΡΓΟΣ ΔΙΡΟΥ,ΛΑΚΩΝΙΑ
23068,ΛΑΚΩΝΙΑΣ,ΕΛΛΑΣ,ΡΕΙΧΕΑ,ΛΑΚΩΝΙΑ
23064,ΛΑΚΩΝΙΑΣ,ΕΛΛΑΣ,ΣΕΛΑΣΙΑ,ΛΑΚΩΝΙΑ
23051,ΛΑΚΩΝΙΑΣ,ΕΛΛΑΣ,ΣΚΑΛΑ,ΛΑΚΩΝΙΑ
23100,ΛΑΚΩΝΙΑΣ,ΕΛΛΑΣ,ΣΠΑΡΤΗ,ΛΑΚΩΝΙΑ
11142,ΛΑΜΠΡΙΝΗ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
40400,ΛΑΡΙΣΑΣ,ΕΛΛΑΣ,ΑΜΠΕΛΩΝΑΣ,ΛΑΡΙΣΑ
40004,ΛΑΡΙΣΑΣ,ΕΛΛΑΣ,ΓΟΝΝΟΙ,ΛΑΡΙΣΑ
40200,ΛΑΡΙΣΑΣ,ΕΛΛΑΣ,ΕΛΑΣΣΟΝΑ,ΛΑΡΙΣΑ
40001,ΛΑΡΙΣΑΣ,ΕΛΛΑΣ,ΚΡΑΝΕΑ,ΛΑΡΙΣΑ
40003,ΛΑΡΙΣΑΣ,ΕΛΛΑΣ,ΛΑΡΙΣΑ,ΛΑΡΙΣΑ
40005,ΛΑΡΙΣΑΣ,ΕΛΛΑΣ,ΛΑΡΙΣΑ,ΛΑΡΙΣΑ
41001,ΛΑΡΙΣΑΣ,ΕΛΛΑΣ,ΛΑΡΙΣΑ,ΛΑΡΙΣΑ
41221,ΛΑΡΙΣΑΣ,ΕΛΛΑΣ,ΛΑΡΙΣΑ,ΛΑΡΙΣΑ
41222,ΛΑΡΙΣΑΣ,ΕΛΛΑΣ,ΛΑΡΙΣΑ,ΛΑΡΙΣΑ
41223,ΛΑΡΙΣΑΣ,ΕΛΛΑΣ,ΛΑΡΙΣΑ,ΛΑΡΙΣΑ
41334,ΛΑΡΙΣΑΣ,ΕΛΛΑΣ,ΛΑΡΙΣΑ,ΛΑΡΙΣΑ
41335,ΛΑΡΙΣΑΣ,ΕΛΛΑΣ,ΛΑΡΙΣΑ,ΛΑΡΙΣΑ
41336,ΛΑΡΙΣΑΣ,ΕΛΛΑΣ,ΛΑΡΙΣΑ,ΛΑΡΙΣΑ
41447,ΛΑΡΙΣΑΣ,ΕΛΛΑΣ,ΛΑΡΙΣΑ,ΛΑΡΙΣΑ
41500,ΛΑΡΙΣΑΣ,ΕΛΛΑΣ,ΛΑΡΙΣΑ,ΛΑΡΙΣΑ
40002,ΛΑΡΙΣΑΣ,ΕΛΛΑΣ,ΛΙΒΑΔΙ,ΛΑΡΙΣΑ
40009,ΛΑΡΙΣΑΣ,ΕΛΛΑΣ,ΠΛΑΤΥΚΑΜΠΟΣ,ΛΑΡΙΣΑ
40007,ΛΑΡΙΣΑΣ,ΕΛΛΑΣ,ΠΥΡΓΕΤΟΣ,ΛΑΡΙΣΑ
40008,ΛΑΡΙΣΑΣ,ΕΛΛΑΣ,ΡΑΨΑΝΗ,ΛΑΡΙΣΑ
40006,ΛΑΡΙΣΑΣ,ΕΛΛΑΣ,ΣΥΚΟΥΡΙ,ΛΑΡΙΣΑ
40010,ΛΑΡΙΣΑΣ,ΕΛΛΑΣ,ΤΣΑΡΙΤΣΑΝΗ,ΛΑΡΙΣΑ
40100,ΛΑΡΙΣΑΣ,ΕΛΛΑΣ,ΤΥΡΝΑΒΟΣ,ΛΑΡΙΣΑ
40011,ΛΑΡΙΣΑΣ,ΕΛΛΑΣ,ΦΑΛΑΝΗ,ΛΑΡΙΣΑ
40300,ΛΑΡΙΣΑΣ,ΕΛΛΑΣ,ΦΑΡΣΑΛΑ,ΛΑΡΙΣΑ
72100,ΛΑΣΙΘΙΟΥ,ΕΛΛΑΣ,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,ΛΑΣΙΘΙ
72054,ΛΑΣΙΘΙΟΥ,ΕΛΛΑΣ,ΒΡΑΧΑΣΙ,ΛΑΣΙΘΙ
72053,ΛΑΣΙΘΙΟΥ,ΕΛΛΑΣ,ΕΛΟΥΝΤΑ,ΛΑΣΙΘΙ
72200,ΛΑΣΙΘΙΟΥ,ΕΛΛΑΣ,ΙΕΡΑΠΕΤΡΑ,ΛΑΣΙΘΙ
72051,ΛΑΣΙΘΙΟΥ,ΕΛΛΑΣ,ΚΡΙΤΣΑ,ΛΑΣΙΘΙ
72056,ΛΑΣΙΘΙΟΥ,ΕΛΛΑΣ,ΜΑΛΕΣ,ΛΑΣΙΘΙ
72400,ΛΑΣΙΘΙΟΥ,ΕΛΛΑΣ,ΝΕΑΠΟΛΗ,ΛΑΣΙΘΙ
72300,ΛΑΣΙΘΙΟΥ,ΕΛΛΑΣ,ΣΗΤΕΙΑ,ΛΑΣΙΘΙ
72055,ΛΑΣΙΘΙΟΥ,ΕΛΛΑΣ,ΣΤΑΥΡΟΧΩΡΙ,ΛΑΣΙΘΙ
72052,ΛΑΣΙΘΙΟΥ,ΕΛΛΑΣ,ΤΖΕΡΜΙΑΔΟ,ΛΑΣΙΘΙ
72057,ΛΑΣΙΘΙΟΥ,ΕΛΛΑΣ,ΤΟΥΡΛΩΤΗ,ΛΑΣΙΘΙ
72058,ΛΑΣΙΘΙΟΥ,ΕΛΛΑΣ,ΦΟΥΡΝΗ,ΛΑΣΙΘΙ
72059,ΛΑΣΙΘΙΟΥ,ΕΛΛΑΣ,ΧΑΝΔΡΑΣ,ΛΑΣΙΘΙ
19500,ΛΑΥΡΙΟ,ΕΛΛΑΣ,ΛΑΥΡΙΟ,ΑΤΤΙΚΗ
85001,ΛΕΙΨΟΙ,ΕΛΛΑΣ,ΛΕΙΨΟΙ,ΔΩΔΕΚΑΝΗΣΑ
85401,ΛΕΡΟΣ,ΕΛΛΑΣ,ΛΑΚΚΙ ΛΕΡΟΥ,ΔΩΔΕΚΑΝΗΣΑ
85400,ΛΕΡΟΣ,ΕΛΛΑΣ,ΛΕΡΟΣ,ΔΩΔΕΚΑΝΗΣΑ
31083,ΛΕΥΚΑΔΑ,ΕΛΛΑΣ,ΒΑΘΥ,ΛΕΥΚΑΔΑ
31082,ΛΕΥΚΑΔΑ,ΕΛΛΑΣ,ΒΑΣΙΛΙΚΗ,ΛΕΥΚΑΔΑ
31081,ΛΕΥΚΑΔΑ,ΕΛΛΑΣ,ΚΑΛΑΜΟΣ,ΛΕΥΚΑΔΑ
31080,ΛΕΥΚΑΔΑ,ΕΛΛΑΣ,ΚΑΡΥΑ,ΛΕΥΚΑΔΑ
31100,ΛΕΥΚΑΔΑ,ΕΛΛΑΣ,ΛΕΥΚΑΔΑ,ΛΕΥΚΑΔΑ
81401,ΛΗΜΝΟΣ,ΕΛΛΑΣ,ΜΟΥΔΡΟΣ,ΛΕΣΒΟΣ
81400,ΛΗΜΝΟΣ,ΕΛΛΑΣ,ΜΥΡΙΝΑ,ΛΕΣΒΟΣ
54500,ΛΗΤΗ,ΕΛΛΑΣ,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗ
14123,ΛΥΚΟΒΡΥΣΗ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
37200,ΜΑΓΝΗΣΙΑΣ,ΕΛΛΑΣ,ΑΓΙΟΣ ΓΕΩΡΓΙΟΣ,ΜΑΓΝΗΣΙΑ
37300,ΜΑΓΝΗΣΙΑΣ,ΕΛΛΑΣ,ΑΓΡΙΑ,ΜΑΓΝΗΣΙΑ
37100,ΜΑΓΝΗΣΙΑΣ,ΕΛΛΑΣ,ΑΛΜΥΡΟΣ,ΜΑΓΝΗΣΙΑ
37006,ΜΑΓΝΗΣΙΑΣ,ΕΛΛΑΣ,ΑΡΓΛΑΛΑΣΤΗ,ΜΑΓΝΗΣΙΑ
37500,ΜΑΓΝΗΣΙΑΣ,ΕΛΛΑΣ,ΒΕΛΕΣΤΙΝΟ,ΜΑΓΝΗΣΙΑ
38221,ΜΑΓΝΗΣΙΑΣ,ΕΛΛΑΣ,ΒΟΛΟΣ,ΜΑΓΝΗΣΙΑ
38222,ΜΑΓΝΗΣΙΑΣ,ΕΛΛΑΣ,ΒΟΛΟΣ,ΜΑΓΝΗΣΙΑ
38300,ΜΑΓΝΗΣΙΑΣ,ΕΛΛΑΣ,ΒΟΛΟΣ,ΜΑΓΝΗΣΙΑ
38322,ΜΑΓΝΗΣΙΑΣ,ΕΛΛΑΣ,ΒΟΛΟΣ,ΜΑΓΝΗΣΙΑ
38331,ΜΑΓΝΗΣΙΑΣ,ΕΛΛΑΣ,ΒΟΛΟΣ,ΜΑΓΝΗΣΙΑ
38333,ΜΑΓΝΗΣΙΑΣ,ΕΛΛΑΣ,ΒΟΛΟΣ,ΜΑΓΝΗΣΙΑ
38334,ΜΑΓΝΗΣΙΑΣ,ΕΛΛΑΣ,ΒΟΛΟΣ,ΜΑΓΝΗΣΙΑ
38445,ΜΑΓΝΗΣΙΑΣ,ΕΛΛΑΣ,ΒΟΛΟΣ,ΜΑΓΝΗΣΙΑ
38446,ΜΑΓΝΗΣΙΑΣ,ΕΛΛΑΣ,ΒΟΛΟΣ,ΜΑΓΝΗΣΙΑ
38500,ΜΑΓΝΗΣΙΑΣ,ΕΛΛΑΣ,ΒΟΛΟΣ,ΜΑΓΝΗΣΙΑ
37001,ΜΑΓΝΗΣΙΑΣ,ΕΛΛΑΣ,ΖΑΓΟΡΑ,ΜΑΓΝΗΣΙΑ
37010,ΜΑΓΝΗΣΙΑΣ,ΕΛΛΑΣ,ΜΗΛΙΕΣ,ΜΑΓΝΗΣΙΑ
37013,ΜΑΓΝΗΣΙΑΣ,ΕΛΛΑΣ,ΜΗΛΙΝΑ,ΜΑΓΝΗΣΙΑ
37400,ΜΑΓΝΗΣΙΑΣ,ΕΛΛΑΣ,ΝΕΑ ΑΓΧΙΑΛΟΣ,ΜΑΓΝΗΣΙΑ
37011,ΜΑΓΝΗΣΙΑΣ,ΕΛΛΑΣ,ΠΟΡΤΑΡΙΑ,ΜΑΓΝΗΣΙΑ
37007,ΜΑΓΝΗΣΙΑΣ,ΕΛΛΑΣ,ΠΤΕΛΕΟΣ,ΜΑΓΝΗΣΙΑ
37008,ΜΑΓΝΗΣΙΑΣ,ΕΛΛΑΣ,ΣΟΥΡΠΗ,ΜΑΓΝΗΣΙΑ
37009,ΜΑΓΝΗΣΙΑΣ,ΕΛΛΑΣ,ΤΡΙΚΕΡΙ,ΜΑΓΝΗΣΙΑ
37012,ΜΑΓΝΗΣΙΑΣ,ΕΛΛΑΣ,ΤΣΑΓΚΑΡΑΔΑ,ΜΑΓΝΗΣΙΑ
11742,ΜΑΚΡΥΓΙΑΝΝΗ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
19600,ΜΑΝΔΡΑ,ΕΛΛΑΣ,ΜΑΝΔΡΑ,ΑΤΤΙΚΗ
18543,ΜΑΝΙΑΤΙΚΑ,ΕΛΛΑΣ,ΠΕΙΡΑΙΑΣ,ΑΤΤΙΚΗ
19007,ΜΑΡΑΘΩΝΑΣ,ΕΛΛΑΣ,ΜΑΡΑΘΩΝΑΣ,ΑΤΤΙΚΗ
19003,ΜΑΡΚΟΠΟΥΛΟ,ΕΛΛΑΣ,ΜΑΡΚΟΠΟΥΛΟ,ΑΤΤΙΚΗ
15122,ΜΑΡΟΥΣΙ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
15123,ΜΑΡΟΥΣΙ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
15124,ΜΑΡΟΥΣΙ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
15125,ΜΑΡΟΥΣΙ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
15126,ΜΑΡΟΥΣΙ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
19100,ΜΕΓΑΡΑ,ΕΛΛΑΣ,ΜΕΓΑΡΑ,ΑΤΤΙΚΗ
18030,ΜΕΘΑΝΑ,ΕΛΛΑΣ,ΜΕΘΑΝΑ,ΑΤΤΙΚΗ
15127,ΜΕΛΙΣΣΙΑ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
57018,ΜΕΛΙΣΣΟΧΩΡΙ,ΕΛΛΑΣ,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗ
54628,ΜΕΝΕΜΕΝΗ,ΕΛΛΑΣ,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗ
24024,ΜΕΣΣΗΝΙΑΣ,ΕΛΛΑΣ,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,ΜΕΣΣΗΝΙΑ
24017,ΜΕΣΣΗΝΙΑΣ,ΕΛΛΑΣ,ΑΕΤΟΣ,ΜΕΣΣΗΝΙΑ
24020,ΜΕΣΣΗΝΙΑΣ,ΕΛΛΑΣ,ΑΛΑΓΟΝΙΑ,ΜΕΣΣΗΝΙΑ
24013,ΜΕΣΣΗΝΙΑΣ,ΕΛΛΑΣ,ΑΝΔΡΟΥΣΑ,ΜΕΣΣΗΝΙΑ
24012,ΜΕΣΣΗΝΙΑΣ,ΕΛΛΑΣ,ΑΡΙΣ,ΜΕΣΣΗΝΙΑ
24015,ΜΕΣΣΗΝΙΑΣ,ΕΛΛΑΣ,ΑΡΙΣΤΟΜΕΝΗΣ,ΜΕΣΣΗΝΙΑ
24007,ΜΕΣΣΗΝΙΑΣ,ΕΛΛΑΣ,ΑΡΦΑΡΑ,ΜΕΣΣΗΝΙΑ
24400,ΜΕΣΣΗΝΙΑΣ,ΕΛΛΑΣ,ΓΑΡΓΑΛΙΑΝΟΙ,ΜΕΣΣΗΝΙΑ
24008,ΜΕΣΣΗΝΙΑΣ,ΕΛΛΑΣ,ΔΙΑΒΟΛΙΤΣΙ,ΜΕΣΣΗΝΙΑ
24011,ΜΕΣΣΗΝΙΑΣ,ΕΛΛΑΣ,ΔΩΡΙΟ,ΜΕΣΣΗΝΙΑ
24009,ΜΕΣΣΗΝΙΑΣ,ΕΛΛΑΣ,ΘΟΥΡΙΑ,ΜΕΣΣΗΝΙΑ
24100,ΜΕΣΣΗΝΙΑΣ,ΕΛΛΑΣ,ΚΑΛΑΜΑΤΑ,ΜΕΣΣΗΝΙΑ
24101,ΜΕΣΣΗΝΙΑΣ,ΕΛΛΑΣ,ΚΑΛΑΜΑΤΑ,ΜΕΣΣΗΝΙΑ
24016,ΜΕΣΣΗΝΙΑΣ,ΕΛΛΑΣ,ΚΑΜΠΟΣ,ΜΕΣΣΗΝΙΑ
24022,ΜΕΣΣΗΝΙΑΣ,ΕΛΛΑΣ,ΚΑΡΔΑΜΥΛΗ,ΜΕΣΣΗΝΙΑ
24003,ΜΕΣΣΗΝΙΑΣ,ΕΛΛΑΣ,ΚΟΠΑΝΑΚΙ,ΜΕΣΣΗΝΙΑ
24004,ΜΕΣΣΗΝΙΑΣ,ΕΛΛΑΣ,ΚΟΡΩΝΗ,ΜΕΣΣΗΝΙΑ
24500,ΜΕΣΣΗΝΙΑΣ,ΕΛΛΑΣ,ΚΥΠΑΡΙΣΣΙΑ,ΜΕΣΣΗΝΙΑ
24010,ΜΕΣΣΗΝΙΑΣ,ΕΛΛΑΣ,ΛΟΓΓΑ,ΜΕΣΣΗΝΙΑ
24006,ΜΕΣΣΗΝΙΑΣ,ΕΛΛΑΣ,ΜΕΘΩΝΗ,ΜΕΣΣΗΝΙΑ
24002,ΜΕΣΣΗΝΙΑΣ,ΕΛΛΑΣ,ΜΕΛΙΓΑΛΑΣ,ΜΕΣΣΗΝΙΑ
24200,ΜΕΣΣΗΝΙΑΣ,ΕΛΛΑΣ,ΜΕΣΣΗΝΗ,ΜΕΣΣΗΝΙΑ
24600,ΜΕΣΣΗΝΙΑΣ,ΕΛΛΑΣ,ΜΕΣΣΗΝΗ,ΜΕΣΣΗΝΙΑ
24019,ΜΕΣΣΗΝΙΑΣ,ΕΛΛΑΣ,ΟΙΧΑΛΙΑ,ΜΕΣΣΗΝΙΑ
24005,ΜΕΣΣΗΝΙΑΣ,ΕΛΛΑΣ,ΠΕΤΑΛΙΔΙ,ΜΕΣΣΗΝΙΑ
24023,ΜΕΣΣΗΝΙΑΣ,ΕΛΛΑΣ,ΠΛΑΤΣΑ,ΜΕΣΣΗΝΙΑ
24001,ΜΕΣΣΗΝΙΑΣ,ΕΛΛΑΣ,ΠΥΛΟΣ,ΜΕΣΣΗΝΙΑ
24021,ΜΕΣΣΗΝΙΑΣ,ΕΛΛΑΣ,ΣΙΔΗΡΟΚΑΣΤΡΟ,ΜΕΣΣΗΝΙΑ
